userid,discount,max_value
25267154,0,0
25509989,0,0
25579826,0,0
25687693,0,0
25713636,0,0
25815019,0,0
25826017,0,0
25942121,0,0
26340408,0,0
26437456,0,0
26587975,0,0
26645018,0,0
26895672,0,0
26905783,0,0
26921909,0,0
26942861,0,0
26991403,0,0
27202259,0,0
27272066,0,0
27547618,0,0
102050,0,0
193514,0,0
237835,0,0
747288,0,0
783764,0,0
920434,0,0
936457,0,0
1035258,0,0
1105664,0,0
1108008,0,0
1263951,0,0
1442117,0,0
1490445,0,0
1552649,20,2.00E+06
1555691,0,0
1659082,0,0
1786049,0,0
1935738,0,0
2037305,0,0
2252162,0,0
2426658,0,0
2623806,0,0
3064376,0,0
3290752,50,1.00E+06
3388250,0,0
3471280,20,2.00E+06
3902994,0,0
3924154,50,1.00E+06
3973203,0,0
4011455,0,0
4066309,0,0
4213167,0,0
4297608,0,0
4416113,0,0
4720130,20,2.00E+06
4910708,50,1.00E+06
4944218,20,2.00E+06
4984533,0,0
5122053,0,0
5125061,0,0
5199548,50,1.00E+06
5214178,0,0
5219617,0,0
5489447,0,0
5544990,0,0
5638693,0,0
5719204,0,0
5956266,0,0
6160518,20,2.00E+06
6367923,0,0
6434578,0,0
6671920,0,0
6693672,0,0
6747792,0,0
6801135,0,0
6978511,0,0
7034571,0,0
7042101,0,0
7078850,0,0
7175557,0,0
7303580,0,0
7334750,0,0
7504056,0,0
7628780,0,0
7765631,0,0
7787170,0,0
7809358,0,0
7934988,0,0
7950453,0,0
8020436,0,0
8022932,0,0
8148667,0,0
8169968,0,0
8435600,0,0
8517824,0,0
8539120,50,1.00E+06
8543947,0,0
8643002,0,0
8845652,0,0
8862045,0,0
8898356,0,0
8988398,0,0
9025491,0,0
9060863,0,0
9098347,0,0
9142309,0,0
9159470,0,0
9187587,0,0
9257810,0,0
9270436,0,0
9334806,0,0
9375725,0,0
9463409,0,0
9615770,0,0
9696578,0,0
9726752,0,0
9777638,0,0
9778172,0,0
9936152,0,0
9937135,0,0
10158476,0,0
10172623,0,0
10191234,0,0
10208211,0,0
10234317,0,0
10254876,0,0
10274866,0,0
10422127,0,0
10426543,0,0
10471018,0,0
10686871,0,0
10747461,0,0
10808131,0,0
10810975,0,0
10827669,0,0
10956536,0,0
11001490,0,0
11078475,0,0
11078744,0,0
11130783,0,0
11201111,0,0
11205641,0,0
11207889,0,0
11233484,0,0
11360134,0,0
11475420,0,0
11518076,0,0
11597106,0,0
11638464,0,0
11713027,0,0
12066594,0,0
12192743,0,0
12278506,0,0
12296742,0,0
12330092,0,0
12374966,0,0
12491671,0,0
12511883,0,0
12534835,20,2.00E+06
12842760,0,0
12845286,0,0
12927817,0,0
13044663,0,0
13065968,0,0
13202720,0,0
13231918,0,0
13335719,0,0
13372849,0,0
13412676,0,0
13455643,0,0
13871417,0,0
14014610,0,0
14050560,0,0
14053652,0,0
14064059,0,0
14092186,50,1.00E+06
14385130,0,0
14446470,0,0
14558912,0,0
14685229,0,0
14836014,0,0
14846432,0,0
14902699,0,0
14917287,0,0
15090642,0,0
15124337,0,0
15152620,0,0
15237322,0,0
15324805,0,0
15364004,0,0
15374673,0,0
15378388,0,0
15548983,0,0
15570291,0,0
15757323,0,0
15969561,0,0
16187998,0,0
16223642,0,0
16469161,0,0
16484696,0,0
16521033,0,0
16606303,0,0
16612415,0,0
16829914,0,0
16847327,20,2.00E+06
16973230,0,0
17044511,0,0
17103160,0,0
17127309,0,0
17181502,0,0
17213518,0,0
17287637,0,0
17293906,0,0
17319484,0,0
17329555,0,0
17338953,0,0
17357641,0,0
17366695,0,0
17393798,0,0
17423137,0,0
17490064,0,0
17639218,0,0
17748662,0,0
17756256,0,0
17803241,0,0
17829971,0,0
17861483,0,0
17949865,0,0
17962516,0,0
17964664,0,0
17993706,0,0
18032017,0,0
18083672,0,0
18122968,0,0
18149342,0,0
18341871,0,0
18519665,0,0
18549470,0,0
18593382,0,0
18607176,0,0
18627740,0,0
18632563,0,0
18647644,0,0
18669513,0,0
18749366,0,0
18796975,0,0
18808854,0,0
18843398,0,0
18852077,0,0
18871496,0,0
18906081,0,0
19077114,0,0
19093816,0,0
19139319,0,0
19175531,0,0
19210918,0,0
19246895,0,0
19256156,0,0
19315106,0,0
19355723,0,0
19361491,0,0
19373081,0,0
19391978,0,0
19409784,0,0
19488651,0,0
19509025,0,0
19511799,0,0
19529590,0,0
19635501,0,0
19649736,0,0
19690042,0,0
19706666,0,0
19722213,0,0
19742406,0,0
19745163,0,0
19816827,0,0
19831694,0,0
19866159,0,0
19890057,0,0
19933873,0,0
20026980,0,0
20067418,0,0
20111022,0,0
20132786,0,0
20173087,0,0
20229650,0,0
20241322,0,0
20273008,0,0
20285162,0,0
20332837,0,0
20364292,0,0
20369140,0,0
20381419,0,0
20412884,0,0
20479810,0,0
20697251,0,0
20698114,0,0
20698224,0,0
20741435,0,0
20744457,0,0
20765780,0,0
20818450,0,0
20871514,0,0
20926439,0,0
20943936,0,0
20990634,0,0
21032314,0,0
21048153,0,0
21160155,0,0
21267465,0,0
21279074,0,0
21288292,0,0
21293082,0,0
21358236,0,0
21421994,0,0
21448133,0,0
21493637,0,0
21559011,0,0
21653510,0,0
21680756,0,0
21684843,0,0
21709072,0,0
21801143,0,0
21905651,0,0
21917707,0,0
21968848,0,0
22030123,0,0
22075243,0,0
22111997,0,0
22186846,0,0
22194704,0,0
22196703,0,0
22290750,0,0
22314217,0,0
22376521,0,0
22410964,0,0
22415072,0,0
22419589,0,0
22461726,0,0
22472884,0,0
22539037,0,0
22585696,0,0
22601287,0,0
22651086,0,0
22781425,0,0
22801843,0,0
22824469,0,0
23180522,0,0
23194650,0,0
23194850,0,0
23203787,0,0
23230230,0,0
23359925,0,0
23448747,0,0
23473377,0,0
23519202,0,0
23540599,0,0
23543600,0,0
23645319,0,0
23656207,0,0
23690399,0,0
23712145,0,0
23727169,0,0
23728990,0,0
23784963,0,0
23789291,0,0
23849710,0,0
23856456,0,0
23893046,0,0
23941699,0,0
23955898,0,0
24039890,0,0
24062128,0,0
24077261,0,0
24107697,0,0
24205673,0,0
24300960,0,0
24352295,0,0
24357214,0,0
24359946,0,0
24637192,0,0
24650600,0,0
24786833,0,0
24794148,0,0
24829491,0,0
24943832,0,0
25101129,0,0
25115229,0,0
25162585,0,0
25515425,0,0
25633425,0,0
25636545,0,0
25687962,0,0
25750400,0,0
25875155,0,0
25930097,0,0
26027778,0,0
26117010,0,0
26288806,0,0
26345574,0,0
26400382,0,0
26445825,0,0
26582519,0,0
26614687,0,0
26663710,0,0
26732656,0,0
26908865,0,0
26954406,0,0
27066962,0,0
27171267,0,0
27212109,0,0
27237529,0,0
27483177,0,0
27506904,0,0
27517268,0,0
27633561,0,0
27634024,0,0
27684635,0,0
118352,0,0
179327,0,0
282697,0,0
343771,0,0
349898,0,0
432549,0,0
536499,0,0
709899,0,0
744519,0,0
797677,0,0
1446961,0,0
1488456,0,0
1555358,0,0
1804020,50,1.00E+06
2094903,0,0
2206449,0,0
2337603,0,0
2468503,0,0
2479379,0,0
2633709,0,0
2642020,0,0
2689808,0,0
2715897,20,2.00E+06
2772213,0,0
2810363,0,0
2852788,0,0
2853799,0,0
3142961,0,0
3547962,0,0
3604756,0,0
3662472,0,0
4275050,0,0
4439010,0,0
4533382,0,0
4581248,0,0
4635369,0,0
4667608,0,0
4675368,0,0
4714238,0,0
4797958,0,0
4919500,50,1.00E+06
5040332,0,0
5051558,0,0
5097719,0,0
5234357,20,2.00E+06
5238997,50,1.00E+06
5323165,0,0
5437527,0,0
5463571,0,0
5476051,0,0
5613742,0,0
5620258,20,2.00E+06
5712618,0,0
5841177,0,0
5893084,0,0
6521180,0,0
6564014,0,0
6591141,0,0
6652901,0,0
6713704,0,0
6733846,0,0
6755825,0,0
6758142,0,0
6765967,0,0
6883324,0,0
6909612,0,0
7019381,0,0
7036805,0,0
7047300,0,0
7054146,0,0
7188436,0,0
7247248,0,0
7290614,0,0
7294313,0,0
7517637,0,0
7580900,0,0
7591815,0,0
7636141,0,0
7813912,0,0
7828108,0,0
7837968,0,0
8068522,0,0
8072493,0,0
8240390,0,0
8275030,0,0
8330096,0,0
8537858,0,0
8537986,0,0
8565025,0,0
8573517,0,0
8652785,0,0
8692117,0,0
8764985,0,0
8875733,0,0
8896476,0,0
8910526,0,0
8937149,0,0
9130940,0,0
9175094,0,0
9272835,0,0
9277349,0,0
9483663,0,0
9783137,0,0
9883298,0,0
9895227,0,0
9909602,0,0
10075748,0,0
10211920,0,0
10407419,0,0
10412890,0,0
10532897,0,0
10658980,0,0
10667675,0,0
11003781,0,0
11205299,0,0
11280636,0,0
11316822,0,0
11423696,0,0
11476590,0,0
11480778,0,0
11555154,0,0
11563185,0,0
11998735,0,0
12153983,0,0
12157717,0,0
12243999,0,0
12298311,0,0
12390048,0,0
12601819,0,0
12911742,0,0
12927121,0,0
12984612,0,0
13129146,0,0
13153761,0,0
13174720,0,0
13196576,0,0
13320799,0,0
13329191,0,0
13489405,0,0
13514830,0,0
13627188,0,0
13658108,0,0
13742762,0,0
13752416,0,0
13786542,0,0
13894975,0,0
14030343,0,0
14112091,0,0
14230119,0,0
14417672,0,0
14458872,0,0
14611695,0,0
14620000,0,0
14629515,0,0
14673521,0,0
14793900,0,0
14869159,0,0
14960868,0,0
15026635,0,0
15079894,0,0
15094623,0,0
15114203,0,0
15140334,0,0
15465140,0,0
15518996,0,0
15528237,0,0
15562441,0,0
15564695,0,0
15565761,0,0
15586087,0,0
15666476,0,0
15672053,0,0
15696286,0,0
15702527,0,0
15809789,0,0
15818641,0,0
15830375,0,0
15928198,0,0
15945652,0,0
16027239,0,0
16145983,0,0
16156195,0,0
16231460,0,0
16401982,0,0
16464665,0,0
16466379,0,0
16477336,0,0
16667011,0,0
16795992,0,0
16842064,0,0
16858944,0,0
16925864,0,0
16948607,0,0
17072948,0,0
17086632,0,0
17124169,0,0
17137218,0,0
17241261,0,0
17282579,0,0
17429955,0,0
17461177,0,0
17504091,0,0
17624454,0,0
17640638,0,0
17684032,0,0
17705363,0,0
17725214,0,0
17812763,0,0
17887974,0,0
17902725,0,0
17960223,0,0
17967878,0,0
18032214,0,0
18061649,0,0
18227565,0,0
18237174,0,0
18267330,0,0
18384011,0,0
18433690,0,0
18440193,0,0
18548398,0,0
18555489,0,0
18575934,0,0
18587880,0,0
18826250,0,0
18881183,0,0
18900977,0,0
18908174,0,0
18958094,0,0
18958957,0,0
18972130,0,0
18994223,0,0
19015926,0,0
19036309,0,0
19050538,0,0
19103736,0,0
19111640,0,0
19116365,0,0
19144556,0,0
19144628,0,0
19162645,0,0
19245362,0,0
19251933,0,0
19253537,0,0
19302458,0,0
19348844,0,0
19431007,0,0
19517891,0,0
19525818,0,0
19560071,0,0
19590164,0,0
19656926,0,0
19739425,0,0
19744883,0,0
19959830,0,0
20027821,50,1.00E+06
20035574,0,0
20147299,0,0
20189457,0,0
20211064,0,0
20236428,0,0
20285115,0,0
20304808,0,0
20327406,0,0
20491977,0,0
20637941,0,0
20685830,0,0
20697284,20,2.00E+06
20720799,0,0
20771134,0,0
20788473,0,0
20798100,0,0
20876110,0,0
20944272,0,0
20960519,0,0
20964904,0,0
20986976,0,0
21025316,0,0
21054863,0,0
21088621,0,0
21165298,0,0
21189172,0,0
21257600,0,0
21258609,0,0
21383504,0,0
21427100,0,0
21458555,0,0
21479235,0,0
21511119,0,0
21513855,0,0
21517478,0,0
21611270,0,0
21672967,0,0
21739983,0,0
21923475,0,0
21934752,0,0
21935611,0,0
21987281,0,0
22015111,0,0
22021284,0,0
22039848,0,0
22087517,0,0
22252117,0,0
22324212,0,0
22366057,0,0
22368432,0,0
22396975,0,0
22431791,0,0
22472686,0,0
22503662,0,0
22559089,0,0
22630810,0,0
22639578,0,0
22640823,0,0
22645453,0,0
22668013,0,0
22711087,0,0
22724461,0,0
22739186,0,0
22864261,0,0
22883709,0,0
22947379,0,0
22954581,0,0
22967973,0,0
22996468,0,0
23050649,0,0
23088734,0,0
23216946,0,0
23284963,0,0
23319796,0,0
23352782,0,0
23450420,0,0
23538639,0,0
23630619,0,0
23690237,0,0
23883786,0,0
23889066,0,0
23892443,0,0
23991277,0,0
24279885,0,0
24376708,0,0
24391087,0,0
24531720,0,0
24545152,0,0
24617995,0,0
24646805,0,0
24743823,0,0
24763334,0,0
24789760,0,0
24841161,0,0
24875957,0,0
24880511,0,0
24891655,0,0
24925969,0,0
24941040,0,0
24975281,0,0
24993757,0,0
25070612,0,0
25081547,0,0
25146832,0,0
25171433,0,0
25384587,0,0
25498524,0,0
25516994,0,0
25606980,0,0
25636302,0,0
26099385,0,0
26206777,0,0
26247995,0,0
26286242,0,0
26623605,0,0
26696665,0,0
26813725,0,0
26918594,0,0
27075049,0,0
27125331,0,0
27235737,0,0
27262171,0,0
27437955,0,0
27468123,0,0
27728663,0,0
63486,0,0
192303,0,0
634940,50,1.00E+06
650306,0,0
715420,0,0
784491,20,2.00E+06
923188,0,0
970471,0,0
1157456,0,0
1201451,0,0
1267173,0,0
1857757,0,0
1985639,50,1.00E+06
2069264,0,0
2356224,0,0
2362905,0,0
2370217,20,2.00E+06
2494348,50,1.00E+06
2606111,0,0
2656440,0,0
2682347,20,2.00E+06
3166110,0,0
3307539,0,0
3452183,0,0
3489941,0,0
3565257,0,0
3681912,0,0
3799756,0,0
4084749,0,0
4179016,0,0
4190440,0,0
4248814,0,0
4314088,0,0
4425975,0,0
4480698,0,0
4836321,0,0
4946436,0,0
5004422,0,0
5164400,0,0
5237572,0,0
5566244,0,0
5813471,0,0
5851417,50,1.00E+06
5925499,0,0
6086989,0,0
6088907,0,0
6209180,0,0
6254743,0,0
6314609,0,0
6374637,0,0
6549629,0,0
6608924,0,0
6846570,0,0
6882501,0,0
6895767,0,0
6932643,0,0
7001646,0,0
7037397,0,0
7053124,0,0
7087056,0,0
7134121,0,0
7163061,0,0
7204717,0,0
7224282,0,0
7503389,0,0
7663027,0,0
7689501,0,0
7729015,0,0
7798281,0,0
7966807,0,0
8010386,0,0
8017909,0,0
8030685,0,0
8076060,0,0
8114665,0,0
8114933,0,0
8138730,0,0
8159228,20,2.00E+06
8239072,0,0
8299665,0,0
8545120,0,0
8550922,0,0
8597552,0,0
8662261,0,0
8729312,0,0
8937771,0,0
9096715,0,0
9123093,0,0
9151145,50,1.00E+06
9161976,0,0
9176809,0,0
9261948,0,0
9431569,0,0
9441619,0,0
9496178,0,0
9529765,0,0
9573326,0,0
9608742,0,0
9628005,0,0
9640861,0,0
9693556,0,0
9811663,0,0
9815498,0,0
9930544,0,0
10197582,0,0
10199156,0,0
10222293,0,0
10228739,0,0
10246235,0,0
10453239,0,0
10499554,0,0
10528415,0,0
10578226,0,0
10586053,0,0
10603901,0,0
10652776,0,0
10731588,0,0
10772668,0,0
10812151,0,0
10870672,0,0
10984200,0,0
11088088,0,0
11179469,0,0
11264584,0,0
11303994,0,0
11322495,0,0
11399725,0,0
11403153,0,0
11470437,0,0
11488941,0,0
11528922,0,0
11538930,0,0
11539779,0,0
11575475,0,0
11656816,0,0
11660915,0,0
11663474,0,0
11782065,0,0
11851619,0,0
11866687,0,0
11879548,0,0
11887976,0,0
11888093,0,0
11995730,0,0
12073164,0,0
12115981,0,0
12141221,0,0
12150779,0,0
12215086,0,0
12296281,0,0
12347358,0,0
12371555,0,0
12402832,0,0
12616248,0,0
12647484,0,0
12758974,0,0
12837250,0,0
12908300,0,0
13021151,0,0
13023427,0,0
13033678,0,0
13038166,0,0
13127088,0,0
13143681,0,0
13145899,0,0
13159688,0,0
13176964,0,0
13291833,0,0
13339686,0,0
13578892,0,0
13600044,0,0
13777448,0,0
13842364,0,0
13848318,0,0
13912218,0,0
13946061,0,0
14057874,0,0
14084067,0,0
14246556,0,0
14325762,0,0
14501163,0,0
14511731,0,0
14549014,0,0
14619540,0,0
14714843,0,0
14734025,0,0
14751699,0,0
14766508,0,0
14870193,0,0
14925205,0,0
15150102,0,0
15183706,0,0
15273999,0,0
15428431,0,0
15586195,0,0
15637657,0,0
15926401,0,0
15932121,0,0
15961686,0,0
16032330,0,0
16082713,0,0
16087870,0,0
16197005,0,0
16204954,0,0
16208317,0,0
16358451,0,0
16407421,0,0
16422044,0,0
16497988,0,0
16793866,0,0
16932409,0,0
17074151,0,0
17075068,0,0
17252522,0,0
17303996,0,0
17465485,0,0
17523836,0,0
17638292,0,0
17781027,0,0
17844909,0,0
18007441,0,0
18027811,0,0
18051114,0,0
18056962,0,0
18061033,0,0
18077120,0,0
18239779,0,0
18241601,0,0
18271052,0,0
18294266,0,0
18301204,0,0
18327939,0,0
18468577,0,0
18501932,0,0
18558470,0,0
18563936,0,0
18567153,0,0
18755092,0,0
18782705,0,0
18783582,0,0
18835295,0,0
18843496,0,0
18904404,0,0
18905549,0,0
18957984,0,0
18974944,0,0
19052572,0,0
19098534,0,0
19098539,0,0
19272332,0,0
19293593,0,0
19360755,0,0
19441683,0,0
19453541,0,0
19494504,0,0
19504103,0,0
19578387,0,0
19630737,0,0
19651676,0,0
19668721,0,0
19671603,0,0
19726638,0,0
19781070,0,0
19796211,0,0
19805260,0,0
19880593,0,0
19884136,0,0
19913073,0,0
19975415,0,0
20002604,0,0
20015656,0,0
20048739,0,0
20084387,0,0
20109125,0,0
20165209,0,0
20208381,0,0
20216788,0,0
20246549,0,0
20281068,0,0
20327251,0,0
20347374,0,0
20365513,0,0
20420726,0,0
20664082,0,0
20685543,0,0
20861379,0,0
20983867,0,0
20994942,0,0
21053594,20,2.00E+06
21114924,0,0
21189211,0,0
21221495,0,0
21352776,0,0
21365877,0,0
21392501,0,0
21476485,0,0
21621046,0,0
21722871,0,0
21740020,0,0
21757874,0,0
21785549,0,0
21810630,0,0
21869958,0,0
21929492,0,0
21943675,0,0
21944923,0,0
21989632,0,0
21993623,0,0
22079830,0,0
22126312,0,0
22225509,0,0
22296211,0,0
22322257,0,0
22337051,0,0
22405086,0,0
22430905,0,0
22479006,0,0
22483318,0,0
22521911,0,0
22578999,0,0
22647927,0,0
22718601,0,0
22818115,0,0
22828721,0,0
22959527,0,0
23071421,0,0
23101335,0,0
23200528,0,0
23242008,0,0
23263269,0,0
23283407,0,0
23371806,0,0
23716860,0,0
23726940,0,0
23777840,0,0
23871628,0,0
23942911,0,0
23954311,0,0
24171246,0,0
24192043,0,0
24205356,0,0
24314816,0,0
24384471,0,0
24408912,0,0
24492143,0,0
24494445,0,0
24548589,0,0
24640250,0,0
24735679,0,0
24746030,0,0
24856033,0,0
24857691,0,0
25050085,0,0
25121319,0,0
25185348,0,0
25211372,0,0
25247469,0,0
25346283,0,0
25367739,0,0
25387476,0,0
25400760,0,0
25412752,0,0
25420213,0,0
25543395,0,0
25577071,0,0
25611847,0,0
25642455,0,0
25667274,0,0
25687514,0,0
25776727,0,0
25918158,0,0
25943170,0,0
26061559,0,0
26329950,0,0
26377205,0,0
26462927,0,0
26555543,0,0
26633856,0,0
27059916,0,0
27213900,0,0
27458187,0,0
27487616,0,0
27518150,0,0
27584564,0,0
27743263,0,0
13123,0,0
150533,0,0
208493,50,1.00E+06
221462,20,2.00E+06
302401,0,0
349444,0,0
414962,50,1.00E+06
500745,0,0
503828,0,0
691423,0,0
844269,0,0
1046633,0,0
1113707,0,0
1452881,20,2.00E+06
1588478,0,0
1735313,0,0
1810701,0,0
1954842,0,0
2354378,0,0
2369930,0,0
2622822,0,0
2769558,0,0
2834588,0,0
2838397,0,0
2867150,0,0
3215765,0,0
3276788,0,0
3668088,0,0
3894235,0,0
3924431,50,1.00E+06
3994172,0,0
4269017,0,0
4448315,0,0
4643835,20,2.00E+06
4724770,0,0
4972180,0,0
4996329,0,0
5238406,0,0
5245926,0,0
5300745,0,0
5367662,0,0
5542730,0,0
5826574,0,0
6064264,0,0
6069154,0,0
6271025,0,0
6333386,0,0
6349588,0,0
6472042,0,0
6512304,0,0
6579401,0,0
6637568,0,0
6656621,0,0
6946679,0,0
7019740,0,0
7085468,0,0
7200770,0,0
7211516,0,0
7244360,0,0
7253670,0,0
7263386,0,0
7288877,0,0
7315870,0,0
7377352,0,0
7490507,0,0
7513407,0,0
7847169,0,0
7883733,0,0
7926359,0,0
7959814,0,0
8024114,0,0
8026793,50,1.00E+06
8044894,0,0
8062160,0,0
8065072,0,0
8168738,0,0
8205986,0,0
8368814,0,0
8409118,0,0
8450726,0,0
8619193,0,0
8783018,0,0
8887481,0,0
9050404,0,0
9072937,0,0
9087118,0,0
9093446,0,0
9161183,0,0
9399111,0,0
9677219,0,0
9826429,0,0
9843476,0,0
9871492,0,0
9910749,0,0
9941459,0,0
10004591,0,0
10027186,0,0
10036189,0,0
10068024,0,0
10157566,0,0
10177346,0,0
10197601,0,0
10242625,0,0
10285237,0,0
10406133,0,0
10610081,0,0
10746329,0,0
11283093,0,0
11331951,0,0
11334060,0,0
11761373,0,0
11818368,0,0
11893594,0,0
11950223,0,0
11957571,0,0
12001445,0,0
12018683,0,0
12260340,0,0
12274336,0,0
12360004,0,0
12576387,0,0
12576533,0,0
12827094,0,0
12987095,0,0
13004786,0,0
13021325,0,0
13057577,0,0
13118543,0,0
13129813,0,0
13143932,0,0
13172136,0,0
13193394,0,0
13298748,0,0
13330283,0,0
13369816,0,0
13500969,0,0
13601772,0,0
13641592,0,0
13739939,0,0
13766154,0,0
13800921,0,0
14055927,0,0
14075704,0,0
14154837,0,0
14180703,0,0
14237971,0,0
14364488,0,0
14488567,0,0
14513980,0,0
14560195,0,0
14567075,0,0
14601178,0,0
14687942,0,0
14721375,0,0
14733447,0,0
14986356,0,0
15093731,0,0
15244411,0,0
15452870,0,0
15510274,0,0
15532772,0,0
15576068,0,0
15731935,0,0
15759884,0,0
15771487,0,0
15831549,0,0
15896029,0,0
15917399,0,0
15935299,0,0
15938698,0,0
15969669,0,0
16002535,0,0
16168571,0,0
16180626,0,0
16258946,0,0
16259597,0,0
16330792,0,0
16336521,0,0
16344451,0,0
16453584,0,0
16522810,0,0
16531943,0,0
16537072,0,0
16580918,0,0
16691332,0,0
16700729,0,0
16760191,0,0
16793259,0,0
16796648,0,0
17009677,0,0
17035706,0,0
17075249,0,0
17108244,0,0
17174495,0,0
17188942,0,0
17275262,0,0
17284024,0,0
17427828,0,0
17552068,0,0
17597903,0,0
17633664,0,0
17679597,0,0
17783358,0,0
17798881,0,0
17800926,0,0
17857111,0,0
17903889,0,0
17926664,0,0
17991972,0,0
18091126,0,0
18194419,0,0
18220823,0,0
18314240,0,0
18327793,0,0
18346640,0,0
18352017,0,0
18352572,0,0
18468991,0,0
18475768,0,0
18521658,0,0
18589915,0,0
18594353,0,0
18615273,0,0
18638903,0,0
18660595,0,0
18760055,0,0
18762137,0,0
18795088,0,0
18840948,0,0
18867862,0,0
18877590,0,0
18967992,20,2.00E+06
18985706,0,0
19011409,0,0
19163584,0,0
19259725,0,0
19340823,0,0
19366009,0,0
19375002,0,0
19428693,0,0
19536557,0,0
19561242,0,0
19609659,0,0
19622294,0,0
19631071,0,0
19662497,0,0
19688220,0,0
19714742,0,0
19779883,0,0
19782023,0,0
19784882,0,0
19848001,0,0
19856972,0,0
19861777,0,0
19881158,0,0
19899411,0,0
19908287,0,0
19968347,0,0
19995218,0,0
20037555,0,0
20087937,0,0
20116494,50,1.00E+06
20138695,0,0
20152325,0,0
20180575,0,0
20354810,0,0
20363800,0,0
20420231,0,0
20443383,0,0
20555271,0,0
20601675,0,0
20631645,0,0
20636866,0,0
20639902,0,0
20648465,0,0
20653899,0,0
20673535,0,0
20751907,0,0
20767137,0,0
20792611,0,0
20823145,0,0
20848858,0,0
20939610,0,0
20942379,0,0
20942890,0,0
20950640,0,0
21023002,0,0
21073175,0,0
21089114,0,0
21106725,0,0
21185558,0,0
21270595,0,0
21281090,0,0
21294481,0,0
21405534,0,0
21409581,0,0
21438847,0,0
21452060,0,0
21455124,0,0
21548690,0,0
21667625,0,0
21685703,0,0
21687215,0,0
21761376,0,0
21820651,0,0
21850718,0,0
21871340,0,0
21884203,0,0
21909642,0,0
21930667,0,0
21949194,0,0
21961327,0,0
21966565,0,0
21971994,0,0
22096153,0,0
22118777,0,0
22166143,0,0
22176057,0,0
22181415,0,0
22235906,0,0
22272836,0,0
22323227,0,0
22342870,0,0
22358329,0,0
22398420,0,0
22401150,0,0
22401996,0,0
22420230,0,0
22458261,0,0
22466108,0,0
22520672,0,0
22539548,0,0
22557621,0,0
22566457,0,0
22614719,0,0
22660755,0,0
22674225,0,0
22718696,0,0
22894669,0,0
22897546,0,0
22917970,0,0
22981752,0,0
22988312,0,0
23026763,0,0
23163553,0,0
23170715,0,0
23184011,0,0
23223306,0,0
23294339,0,0
23307520,0,0
23328290,0,0
23372419,0,0
23383011,0,0
23531550,0,0
23535233,0,0
23600802,0,0
23625142,0,0
23649040,0,0
23718617,0,0
23798076,0,0
23798878,0,0
23881646,0,0
23886889,0,0
23887757,0,0
23945783,0,0
23973059,0,0
24027886,0,0
24049003,0,0
24181018,0,0
24191017,0,0
24227791,0,0
24262467,0,0
24375521,0,0
24443677,0,0
24503344,0,0
24531163,0,0
24709816,0,0
24914297,0,0
25095806,0,0
25116374,0,0
25190919,0,0
25221383,0,0
25238364,0,0
25301093,0,0
25304102,0,0
25314155,0,0
25334880,0,0
25337549,0,0
25401935,0,0
25478519,0,0
25540130,0,0
25611203,0,0
25631305,0,0
25674971,0,0
25683415,0,0
25931533,0,0
26057635,0,0
26114987,0,0
26419669,0,0
26516313,0,0
26646455,0,0
26705377,0,0
26775947,0,0
26875441,0,0
26975020,0,0
27176363,0,0
27484294,0,0
27522919,0,0
27606295,0,0
27715212,0,0
27758447,0,0
27783637,0,0
55347,20,2.00E+06
399727,0,0
589479,0,0
593897,0,0
691135,0,0
714719,0,0
724835,0,0
742821,0,0
826261,0,0
852253,0,0
921383,0,0
1296034,0,0
1435763,0,0
1497179,0,0
1642911,0,0
1755256,50,1.00E+06
1844422,20,2.00E+06
1941143,0,0
2292315,0,0
2509913,0,0
2813871,0,0
2983456,0,0
2986586,50,1.00E+06
3234968,0,0
3353484,0,0
3356644,0,0
3511081,0,0
3804497,0,0
3852604,0,0
3988658,0,0
4050441,0,0
4146798,0,0
4247585,0,0
4366191,20,2.00E+06
4389214,0,0
4590155,0,0
4784634,0,0
4834710,0,0
4943951,0,0
4966497,0,0
5586271,50,1.00E+06
5614866,0,0
5718592,0,0
5795046,0,0
5985132,0,0
5987823,0,0
6068899,0,0
6168681,0,0
6209630,0,0
6400110,0,0
6434010,0,0
6771634,0,0
6795855,0,0
6844765,0,0
6970892,0,0
6974677,0,0
7064611,0,0
7107509,0,0
7120007,0,0
7372101,0,0
7598314,0,0
7629034,0,0
7835279,0,0
7864152,0,0
7866822,0,0
7867993,0,0
7896865,0,0
7898442,0,0
8115187,0,0
8221418,0,0
8317230,0,0
8323681,0,0
8358765,0,0
8482595,0,0
8559501,0,0
8563643,0,0
8732016,0,0
8767884,0,0
8769793,0,0
8957189,0,0
8999737,0,0
9061547,0,0
9117277,0,0
9148367,0,0
9304256,0,0
9468447,0,0
9641089,0,0
9643208,0,0
9768735,0,0
9781608,0,0
9819319,0,0
9917573,0,0
9944138,0,0
10083131,0,0
10139762,0,0
10190903,0,0
10191409,0,0
10232261,0,0
10242146,0,0
10332125,0,0
10414270,0,0
10502553,0,0
10672931,0,0
10689446,0,0
10733484,0,0
10734505,0,0
10739693,0,0
10801104,0,0
10915642,0,0
10966443,0,0
10995316,0,0
11094555,0,0
11526887,0,0
11527850,0,0
11548241,0,0
11736385,0,0
11761357,0,0
11762652,0,0
11767078,0,0
11770563,0,0
11915245,0,0
12097451,0,0
12160074,0,0
12227601,0,0
12293589,0,0
12316607,0,0
12477145,0,0
12550465,0,0
12573306,0,0
