userid,discount,max_value
25589127,0,0
25606608,0,0
25649762,0,0
25860169,0,0
25870700,0,0
25922277,0,0
26099536,0,0
26105142,0,0
26383300,0,0
26421277,0,0
26564158,0,0
26698598,0,0
26715343,0,0
26745148,0,0
26949575,0,0
26994250,0,0
27110472,0,0
27123063,0,0
27171371,0,0
27258168,0,0
27281641,0,0
27409227,0,0
27462850,0,0
27776387,0,0
224290,0,0
237464,0,0
474351,0,0
735321,0,0
805941,0,0
977477,0,0
1291957,0,0
1322958,0,0
1402943,0,0
1495573,0,0
1579210,50,1.00E+06
1692759,0,0
2357710,0,0
2508644,0,0
2545317,0,0
2580403,0,0
2612262,0,0
2647075,0,0
3280066,0,0
3532042,0,0
3703924,20,2.00E+06
3808098,0,0
3862218,0,0
3923888,0,0
4327100,50,1.00E+06
4681858,0,0
4718709,0,0
4938010,20,2.00E+06
4961639,50,1.00E+06
4974898,0,0
4992560,0,0
5228422,0,0
5297761,0,0
5397508,0,0
5446479,0,0
5470617,0,0
5649975,0,0
5788824,0,0
5925139,0,0
6044479,20,2.00E+06
6052966,0,0
6180885,0,0
6425469,50,1.00E+06
6509979,0,0
6532456,0,0
6546342,0,0
6566370,0,0
6582044,0,0
6656856,0,0
6669421,0,0
6670038,0,0
6673686,0,0
6709801,0,0
6789458,0,0
6868936,0,0
6897549,0,0
6965368,0,0
7077100,0,0
7123756,0,0
7207553,0,0
7207890,0,0
7298148,0,0
7351901,0,0
7612175,0,0
7730477,0,0
7851975,0,0
8034517,0,0
8062318,0,0
8209876,0,0
8352143,0,0
8406048,0,0
8464537,0,0
8504786,0,0
8537432,0,0
8549577,0,0
8616404,0,0
8676942,0,0
8770410,0,0
8858439,0,0
8891296,0,0
8907517,0,0
8922181,0,0
8938115,0,0
8985281,0,0
8992963,0,0
9051200,0,0
9072874,0,0
9119397,0,0
9120700,0,0
9245587,0,0
9269824,0,0
9277597,0,0
9368579,0,0
9376880,0,0
9393446,0,0
9496375,0,0
9509838,0,0
9532728,0,0
9561743,0,0
9572509,0,0
9594142,0,0
9623871,0,0
9627230,0,0
9668149,0,0
9669238,0,0
9691569,0,0
9836809,0,0
9934897,0,0
9938978,0,0
9975168,0,0
9982069,0,0
10048575,0,0
10074111,0,0
10107271,0,0
10108444,0,0
10120940,0,0
10132049,0,0
10170121,0,0
10188207,0,0
10430689,0,0
10453876,0,0
10455072,0,0
10477430,0,0
10484079,0,0
10694247,0,0
10711032,0,0
10877736,0,0
10922483,0,0
11106994,0,0
11140989,0,0
11163460,0,0
11166442,0,0
11288054,0,0
11449607,0,0
11582190,0,0
11620870,0,0
12039675,0,0
12098419,0,0
12179246,0,0
12236179,0,0
12257832,0,0
12260351,0,0
12377497,0,0
12401083,0,0
12413594,0,0
12454004,0,0
12627753,0,0
12742405,0,0
12866666,0,0
13069535,0,0
13099552,0,0
13125086,0,0
13135250,0,0
13221788,0,0
13227957,0,0
13297595,0,0
13298198,0,0
13466619,0,0
13493542,0,0
13505955,0,0
13536930,0,0
13563396,0,0
13583650,0,0
13805064,0,0
13818551,0,0
13849542,0,0
14018340,0,0
14036335,0,0
14065227,0,0
14313796,0,0
14330504,0,0
14383550,0,0
14456901,0,0
14537413,0,0
14589916,0,0
14672997,0,0
14780627,0,0
14794567,0,0
14832870,0,0
14869913,0,0
14915654,0,0
14939522,0,0
14949525,0,0
15089201,0,0
15130048,0,0
15156363,0,0
15195377,0,0
15272335,0,0
15294782,0,0
15313506,0,0
15338431,0,0
15352547,0,0
15398076,0,0
15507537,0,0
15530131,0,0
15585132,0,0
15587843,0,0
15591942,0,0
15629378,0,0
15650253,0,0
15764029,0,0
15768497,0,0
15885265,0,0
15891088,0,0
15922675,0,0
15945871,0,0
15962832,0,0
15964346,0,0
15965615,0,0
16011536,0,0
16044653,0,0
16171477,0,0
16187188,0,0
16296108,0,0
16431419,0,0
16564043,0,0
16652211,0,0
16700301,0,0
16777203,0,0
17008171,0,0
17017627,0,0
17056052,0,0
17063421,0,0
17079043,0,0
17108266,0,0
17143799,0,0
17162308,0,0
17170766,0,0
17203798,0,0
17266732,0,0
17301148,0,0
17308143,0,0
17319652,0,0
17362529,0,0
17399525,0,0
17410283,0,0
17664363,0,0
17671611,0,0
17709864,0,0
17828730,0,0
17832840,0,0
17853162,0,0
17887694,0,0
17904870,0,0
17984925,0,0
18016028,0,0
18028424,0,0
18036238,0,0
18056626,0,0
18175198,0,0
18182536,0,0
18249891,0,0
18361679,0,0
18499609,0,0
18570744,0,0
18634034,0,0
18707711,0,0
18779837,0,0
18783989,0,0
18809474,0,0
18856208,0,0
19060177,0,0
19155141,0,0
19241575,0,0
19465118,0,0
19507579,0,0
19529054,0,0
19549800,0,0
19572042,0,0
19580348,0,0
19615155,0,0
19648533,0,0
19659653,0,0
19694480,0,0
19770541,20,2.00E+06
19808826,0,0
19820950,0,0
19885092,0,0
19907246,0,0
19984265,0,0
20007897,0,0
20020747,0,0
20065444,0,0
20078222,0,0
20165676,0,0
20211864,0,0
20283815,0,0
20397732,0,0
20425734,0,0
20438665,0,0
20498358,0,0
20537002,0,0
20619019,0,0
20668535,0,0
20835319,0,0
20836512,0,0
20846395,0,0
20897166,0,0
20904233,0,0
20917423,0,0
20930424,0,0
20965365,0,0
20978826,0,0
21187191,0,0
21193030,0,0
21352137,0,0
21392800,50,1.00E+06
21426119,0,0
21483212,0,0
21631735,0,0
21634578,0,0
21668251,0,0
21687152,0,0
21724280,0,0
21727184,0,0
21751660,0,0
21795444,0,0
21862261,0,0
21887150,0,0
22008420,0,0
22024735,0,0
22043598,0,0
22118756,0,0
22129023,0,0
22166396,0,0
22247030,0,0
22275812,0,0
22360891,0,0
22403760,0,0
22442275,0,0
22499579,0,0
22529313,0,0
22616056,0,0
22637147,0,0
22704027,0,0
22708818,0,0
22714758,0,0
22743441,0,0
22863620,0,0
22863889,0,0
22874185,0,0
22977456,0,0
22985778,0,0
23055698,0,0
23136030,0,0
23221235,0,0
23299615,0,0
23315892,0,0
23362945,0,0
23393683,0,0
23455220,0,0
23501646,0,0
23513294,0,0
23563961,0,0
23578288,0,0
23613462,0,0
23654192,0,0
23674397,0,0
23709480,0,0
23723613,0,0
23896689,0,0
23914303,0,0
24069606,0,0
24076255,0,0
24098851,0,0
24114022,0,0
24248664,0,0
24303229,0,0
24368535,0,0
24467988,0,0
24521504,0,0
24603845,0,0
24700588,0,0
24815883,0,0
25371642,0,0
25417157,0,0
25511468,0,0
25547208,0,0
25570044,0,0
25632322,0,0
25773630,0,0
25917585,0,0
26097536,0,0
26102301,0,0
26679769,0,0
26706728,0,0
26709724,0,0
26800924,0,0
26967177,0,0
27064563,0,0
27101119,0,0
27120986,0,0
27148359,0,0
27309169,0,0
27367279,0,0
27443010,0,0
27479428,0,0
27519437,0,0
55206,0,0
61363,0,0
419772,0,0
616323,0,0
782982,0,0
837735,0,0
863121,0,0
895521,0,0
902854,0,0
1001677,0,0
1051487,0,0
1100959,0,0
1290218,0,0
1446940,0,0
1503340,0,0
1512412,0,0
1923534,0,0
2060878,20,2.00E+06
2118853,0,0
2194662,0,0
2200236,0,0
2273243,50,1.00E+06
2302654,0,0
2396513,0,0
2439792,0,0
2638032,0,0
2686286,0,0
2829614,20,2.00E+06
2919949,0,0
3188248,0,0
3371128,0,0
3537118,0,0
3607690,0,0
3656822,50,1.00E+06
3710033,0,0
3823967,0,0
3939897,0,0
3945490,0,0
3954984,0,0
4113249,0,0
4219880,0,0
4418817,0,0
4502005,0,0
4968688,0,0
4973933,0,0
5427281,0,0
5775905,0,0
5780887,0,0
5823752,0,0
5898748,0,0
6280779,0,0
6337404,0,0
6486677,0,0
6641988,0,0
6870608,0,0
6985883,0,0
7133108,0,0
7134206,0,0
7137368,20,2.00E+06
7236788,0,0
7242395,0,0
7330112,0,0
7410215,0,0
7484531,0,0
7494343,0,0
7494473,0,0
7589997,0,0
7837494,0,0
7931886,0,0
7944190,0,0
8103913,0,0
8212805,0,0
8219983,0,0
8396831,0,0
8432888,0,0
8535321,0,0
8570435,0,0
8591340,0,0
8753226,0,0
8827896,0,0
9095201,0,0
9135221,0,0
9155984,0,0
9225292,0,0
9267169,0,0
9323202,0,0
9382558,0,0
9442242,0,0
9655232,0,0
9709313,0,0
9874661,0,0
9904831,0,0
9932567,0,0
9934855,0,0
9939307,0,0
10028835,0,0
10044684,0,0
10172394,0,0
10176575,50,1.00E+06
10241218,0,0
10416513,0,0
10464504,0,0
10467517,0,0
10500270,0,0
10517840,0,0
10607945,0,0
10697227,0,0
10811760,0,0
10822380,0,0
10895732,0,0
10933258,0,0
10974345,0,0
11259325,0,0
11361079,0,0
11457504,0,0
11480689,0,0
11509802,0,0
11753719,0,0
11794306,0,0
11861362,0,0
11914409,0,0
11933261,0,0
12043970,0,0
12213417,0,0
12263793,0,0
12324584,0,0
12368136,0,0
12445375,0,0
12644510,0,0
12883211,0,0
13027985,0,0
13069580,0,0
13083083,0,0
13094199,0,0
13098991,0,0
13177883,0,0
13180404,0,0
13214304,0,0
13402653,0,0
13420923,0,0
13571619,0,0
13684356,0,0
13826213,0,0
13828930,0,0
13871014,0,0
13887044,0,0
14122193,0,0
14141463,0,0
14152742,0,0
14175301,0,0
14198258,0,0
14493539,0,0
14514677,0,0
14605936,0,0
14617192,0,0
14634964,0,0
14641681,0,0
14749436,0,0
14779288,0,0
14872551,0,0
14938862,0,0
15015723,0,0
15026054,0,0
15038793,0,0
15079225,0,0
15270879,0,0
15277701,0,0
15368856,0,0
15507725,0,0
15584736,0,0
15720097,0,0
15825028,0,0
15900925,0,0
15904692,0,0
15980350,0,0
16043289,0,0
16106601,0,0
16119646,0,0
16167958,0,0
16181921,0,0
16185314,0,0
16187814,0,0
16240892,0,0
16296683,0,0
16375692,0,0
16382821,0,0
16428437,0,0
16502423,0,0
16553832,0,0
16634695,0,0
16636226,0,0
16642729,0,0
16755013,0,0
16816719,0,0
16867817,0,0
16959108,0,0
16962846,0,0
16973234,0,0
17001947,0,0
17003414,0,0
17009527,0,0
17078876,0,0
17105747,0,0
17169252,0,0
17184229,0,0
17238970,0,0
17260507,0,0
17281101,0,0
17314743,0,0
17345586,0,0
17359543,0,0
17363738,0,0
17373636,0,0
17389144,0,0
17697660,0,0
17750386,0,0
17851559,0,0
17951106,0,0
18020605,0,0
18063850,0,0
18065849,0,0
18165889,0,0
18247370,0,0
18275121,0,0
18313506,0,0
18395779,0,0
18533168,0,0
18607429,0,0
18617107,0,0
18629394,0,0
18653068,0,0
18699363,0,0
18724242,0,0
18735934,0,0
18771501,0,0
18932394,0,0
18937329,0,0
19094291,0,0
19189570,0,0
19193476,0,0
19222217,0,0
19310436,0,0
19338638,0,0
19428937,0,0
19432611,0,0
19456685,0,0
19467928,0,0
19498305,0,0
19536930,0,0
19672736,0,0
19707487,0,0
19712543,0,0
19784230,0,0
19822359,0,0
19847436,0,0
19848130,0,0
19876794,0,0
19881280,0,0
19904694,0,0
19906603,0,0
19908869,0,0
19945566,0,0
20030752,0,0
20059287,0,0
20154476,0,0
20170987,0,0
20211303,0,0
20287642,0,0
20301384,0,0
20348341,0,0
20369903,0,0
20382072,0,0
20393146,0,0
20419667,0,0
20506663,0,0
20528015,0,0
20678148,0,0
20687468,0,0
20695366,0,0
20817551,0,0
20914492,0,0
20938808,0,0
20942063,0,0
21031866,0,0
21183548,0,0
21205900,0,0
21218113,0,0
21247689,0,0
21319034,0,0
21350183,0,0
21461917,0,0
21469634,0,0
21566229,0,0
21639710,0,0
21665462,0,0
21668098,0,0
21682763,0,0
21748718,0,0
21825185,0,0
21991615,0,0
22014997,0,0
22084665,0,0
22124981,0,0
22135116,0,0
22177224,0,0
22260781,0,0
22303151,0,0
22321089,0,0
22382107,0,0
22419315,0,0
22477043,0,0
22496761,0,0
22575416,0,0
22599564,0,0
22733297,0,0
22924555,0,0
22989759,0,0
23006522,0,0
23016505,0,0
23016862,0,0
23040392,0,0
23058048,0,0
23171468,0,0
23369056,0,0
23487939,0,0
23599118,0,0
23616794,0,0
23737669,0,0
23766528,0,0
23796275,0,0
23818159,0,0
23909891,0,0
24186748,0,0
24222030,0,0
24258285,0,0
24330258,0,0
24349075,0,0
24485474,0,0
24495852,0,0
24775630,0,0
25028117,0,0
25028645,0,0
25056500,0,0
25056879,0,0
25091834,0,0
25352056,0,0
25433048,0,0
25435350,0,0
25810128,0,0
25824122,0,0
25896922,0,0
25920287,0,0
26021725,0,0
26156087,0,0
26206406,0,0
26447996,0,0
26581042,0,0
26849020,0,0
26906107,0,0
26951521,0,0
26956070,0,0
26964511,0,0
27079846,0,0
27260206,0,0
27430081,0,0
47019,0,0
116520,20,2.00E+06
204056,0,0
205787,0,0
221466,0,0
228995,0,0
242944,0,0
331581,0,0
419843,0,0
470653,0,0
705219,0,0
725272,0,0
885890,0,0
1470186,0,0
1498679,0,0
1620228,0,0
1803950,0,0
1955789,0,0
2021351,0,0
2154780,0,0
2320523,0,0
2460479,0,0
2532839,0,0
2615501,0,0
2617382,0,0
2750620,0,0
2787532,0,0
2991571,0,0
3231931,0,0
3403617,0,0
3417320,0,0
3635437,0,0
3901394,50,1.00E+06
3923838,0,0
4138339,0,0
4273206,0,0
4559597,0,0
4572911,0,0
4586710,0,0
4923964,0,0
4994836,0,0
5398985,0,0
5659443,0,0
5751400,0,0
5848900,0,0
5922820,0,0
5999766,0,0
6037874,0,0
6041394,0,0
6127602,0,0
6178590,0,0
6186552,0,0
6244405,0,0
6282769,0,0
6436983,0,0
6447986,0,0
6449326,0,0
6487102,0,0
6490653,0,0
6550183,0,0
6772564,0,0
6831687,0,0
6843681,0,0
6888010,0,0
6943215,0,0
7006571,0,0
7068542,0,0
7096401,0,0
7129648,0,0
7139389,0,0
7222380,0,0
7288101,0,0
7418805,0,0
7684211,0,0
7845075,0,0
7885878,0,0
7992999,0,0
8081401,0,0
8084095,0,0
8278469,0,0
8281017,0,0
8464876,0,0
8500383,0,0
8501697,0,0
8607944,0,0
8621079,0,0
8774400,0,0
8871578,0,0
8972759,0,0
8996937,0,0
9119552,0,0
9169253,0,0
9261313,0,0
9270699,0,0
9353372,0,0
9394354,0,0
9418176,0,0
9484527,0,0
9525228,0,0
9547172,0,0
9760855,0,0
9928300,0,0
9948547,0,0
9974304,0,0
10016169,0,0
10017208,0,0
10017515,0,0
10167022,0,0
10247079,0,0
10295327,0,0
10375268,0,0
10389550,0,0
10443902,0,0
10484071,0,0
10493852,0,0
10640050,0,0
10669950,0,0
10686484,0,0
10799910,0,0
10926918,0,0
10954791,0,0
11057892,0,0
11299889,0,0
11439654,0,0
11470454,0,0
11513000,0,0
11574104,0,0
11608995,0,0
11684679,0,0
11709263,0,0
11723230,0,0
11763285,0,0
11765666,0,0
11804071,0,0
11844688,0,0
11976334,0,0
12136630,0,0
12206271,0,0
12237685,0,0
12260561,0,0
12315165,0,0
12381758,0,0
12549155,0,0
12554128,0,0
12590176,0,0
12601446,0,0
12855849,0,0
13051656,0,0
13245011,0,0
13343494,0,0
13345022,0,0
13358952,0,0
13381263,0,0
13427164,0,0
13539972,0,0
13744681,0,0
13792507,0,0
13901745,0,0
13954167,0,0
14052352,0,0
14102848,0,0
14142071,0,0
14214982,0,0
14227050,0,0
14230232,0,0
14309649,0,0
14324537,0,0
14357756,0,0
14416354,0,0
14490710,0,0
14501706,0,0
14547913,0,0
14665884,0,0
14682842,0,0
14875994,0,0
14915276,0,0
15025873,0,0
15090569,0,0
15245434,0,0
15282615,0,0
15304310,0,0
15313084,0,0
15458470,0,0
15559015,0,0
15612564,0,0
15867318,0,0
15958875,0,0
16016570,0,0
16035852,0,0
16069745,0,0
16243437,0,0
16338311,0,0
16462443,0,0
16579594,0,0
16672063,0,0
16682195,0,0
16728609,0,0
16791971,0,0
16838385,0,0
16848088,0,0
16850123,0,0
16881239,0,0
16941058,0,0
16980892,0,0
16986022,0,0
17054826,0,0
17108721,0,0
17121356,0,0
17122115,0,0
17249144,0,0
17272234,0,0
17290122,0,0
17363150,0,0
17398803,0,0
17584876,0,0
17785940,0,0
17786689,0,0
17791123,0,0
17794624,0,0
17861889,0,0
17903301,0,0
18153880,0,0
18215384,0,0
18243935,0,0
18268274,0,0
18306428,0,0
18361876,0,0
18362543,0,0
18365973,0,0
18373645,0,0
18533482,0,0
18563733,0,0
18622590,0,0
18646476,0,0
18663550,0,0
18728112,0,0
18826725,0,0
18904263,0,0
18955824,0,0
18974659,0,0
19119461,0,0
19148400,0,0
19178923,0,0
19200964,0,0
19256337,0,0
19290588,0,0
19351907,0,0
19467301,0,0
19492534,0,0
19522375,0,0
19600915,0,0
19617324,0,0
19802995,0,0
19832612,0,0
19853052,0,0
19921640,0,0
20025010,0,0
20083150,0,0
20086057,0,0
20145924,0,0
20163092,0,0
20183420,0,0
20214575,0,0
20234125,0,0
20277138,0,0
20277741,0,0
20287435,0,0
20352136,0,0
20376826,0,0
20388741,0,0
20436291,0,0
20439788,0,0
20523259,0,0
20580217,0,0
20604556,0,0
20693688,0,0
20771593,0,0
20886674,0,0
21015725,0,0
21038515,0,0
21039385,0,0
21051116,0,0
21055284,0,0
21063813,0,0
21083212,0,0
21097435,0,0
21160280,0,0
21182568,0,0
21302396,0,0
21328083,0,0
21421498,0,0
21421812,0,0
21438789,0,0
21462105,0,0
21462476,0,0
21479744,0,0
21522037,0,0
21597232,0,0
21606542,0,0
21623033,0,0
21673717,0,0
21684751,0,0
21705147,0,0
21748140,0,0
21789779,0,0
21813816,0,0
21842176,0,0
21988964,0,0
22016531,0,0
22090369,0,0
22102093,0,0
22105789,0,0
22107113,0,0
22108412,0,0
22121940,0,0
22178527,0,0
22186582,0,0
22277041,0,0
22339793,0,0
22343271,0,0
22378444,0,0
22381932,0,0
22391361,0,0
22511598,0,0
22615393,0,0
22645300,0,0
22678535,0,0
22770704,0,0
22775017,0,0
22806100,0,0
23007056,0,0
23058302,0,0
23059655,0,0
23142252,0,0
23169882,0,0
23178992,0,0
23182204,0,0
23316874,0,0
23334051,0,0
23338642,0,0
23387517,0,0
23558444,0,0
23592312,0,0
23719221,0,0
23732494,0,0
23732786,0,0
23763601,0,0
23781610,0,0
23787165,0,0
23795783,0,0
23870031,0,0
23880191,0,0
23950886,0,0
23954701,0,0
23986379,0,0
24025155,0,0
24081971,0,0
24163436,0,0
24205530,0,0
24422288,0,0
24545694,0,0
24581008,0,0
24786956,0,0
24807934,0,0
24856165,0,0
24858972,0,0
24865571,0,0
24872947,0,0
25082974,0,0
25118839,0,0
25228784,0,0
25276066,0,0
25430938,0,0
25487474,0,0
25538104,0,0
25553502,0,0
25647328,0,0
25648207,0,0
25837112,0,0
25883519,0,0
25913708,0,0
25943986,0,0
25962984,0,0
26048828,0,0
26197380,0,0
26201346,0,0
26211815,0,0
26470237,0,0
26488113,0,0
26698348,0,0
26899421,0,0
26907633,0,0
26958880,0,0
26972100,0,0
27040245,0,0
27305368,0,0
27520215,0,0
27543838,0,0
131061,0,0
153919,0,0
310821,0,0
317224,0,0
339127,0,0
430831,0,0
493105,0,0
510553,20,2.00E+06
534889,0,0
645721,50,1.00E+06
654299,0,0
678071,0,0
689702,0,0
843872,0,0
988868,0,0
1026705,0,0
1243572,0,0
1325400,0,0
1342752,0,0
1423898,0,0
1465217,0,0
1808010,0,0
1897451,0,0
2052384,0,0
2457192,0,0
2474947,0,0
2476478,0,0
2513663,0,0
2583477,0,0
2821655,0,0
2833649,0,0
3025724,0,0
3067335,0,0
3231657,0,0
3255822,20,2.00E+06
3709526,0,0
3781958,0,0
3861215,50,1.00E+06
3995001,0,0
4178709,0,0
4303017,0,0
4393986,0,0
4544713,0,0
4817815,0,0
4889961,0,0
5009420,0,0
5195614,0,0
5366352,0,0
5495293,0,0
5553111,0,0
5655937,0,0
5689127,0,0
5967753,0,0
6116792,0,0
6242560,0,0
6501243,0,0
6536656,0,0
6732544,0,0
6792097,0,0
6805062,0,0
6850821,0,0
6851691,0,0
6883976,0,0
7011760,0,0
7158870,0,0
7195988,0,0
7444602,0,0
7714619,20,2.00E+06
7839332,0,0
7851738,0,0
7863052,0,0
8031352,0,0
8039309,0,0
8057797,0,0
8076372,0,0
8386508,0,0
8526982,0,0
8590783,0,0
8605841,0,0
8609784,0,0
8617495,0,0
8659872,0,0
8726906,0,0
8734625,0,0
8807728,0,0
8836735,0,0
9045559,0,0
9054091,0,0
9081285,0,0
9093351,0,0
9129781,0,0
9142954,0,0
9171782,0,0
9256986,0,0
9365845,0,0
9424990,0,0
9471794,0,0
9669841,0,0
9736859,50,1.00E+06
9955675,0,0
10212280,0,0
10232342,0,0
10250012,0,0
10265551,0,0
10268006,0,0
10301144,0,0
10335454,0,0
10344281,0,0
10367669,0,0
10498325,0,0
10563832,0,0
10586244,0,0
10645525,0,0
10655921,0,0
10742197,0,0
10744214,0,0
10837219,0,0
10839850,0,0
10913993,0,0
11025896,0,0
11169513,0,0
11237459,0,0
11348264,0,0
11363831,0,0
11580401,0,0
11847247,0,0
11895181,0,0
11940821,0,0
11944723,0,0
11952719,0,0
11958045,0,0
12050467,0,0
12146259,0,0
12201827,0,0
12235809,0,0
12364324,0,0
12369835,0,0
12549995,0,0
12589953,0,0
12806001,0,0
12847512,0,0
12931130,0,0
12993648,0,0
13040376,0,0
13170897,0,0
13183386,0,0
13208801,0,0
13359130,0,0
13366812,0,0
13420358,0,0
13510158,0,0
13690445,0,0
13712695,0,0
13782691,0,0
13873714,0,0
14033844,0,0
14042927,0,0
14147930,0,0
14209825,0,0
14369346,0,0
14404911,0,0
14496354,0,0
14498624,0,0
14653762,0,0
14777731,0,0
14896808,0,0
15184808,0,0
15234613,0,0
15358916,0,0
15412996,0,0
15435939,0,0
15726899,0,0
15890867,0,0
15958790,0,0
15973115,0,0
15983517,0,0
16045334,0,0
16128193,0,0
16163551,0,0
16170160,0,0
16201097,0,0
16363294,0,0
16433135,0,0
16485470,0,0
16512471,0,0
16528748,0,0
16598216,0,0
